0   UVa 488
0   UVa 10195
0   ZJ  a001
0   ZJ  a002
0   ZJ  b085
0   TOJ 92
0   TOJ 100
0   TOJ 102
0   TOJ 5
0   UVa 10473
0   UVa 12605
0   UVa 477
